Review,predicted_labels
My Tiktok Account Viral please Tiktok Thanks,2
Please sponsored my account,2
I just made a second account and I can't follow anyone please help me,4
I love tiktok And request to tiktok team plz unfreez my account,2
Hi dear tiktok I am a new using on tiktok application please check your tiktok account...,4
Hi dear TikTok I am new user on TikTok application check my new official account And all video viral on foryoupage,2
Account Banned Appeal,4
Thanks for for you complete support my account please help me,4
I love that it's a great platform for me to vent to/make my own content about MyLife.,4
"Good but I want my videos to go viral, and my account should not be band please and ple",1
Hi dear tik tok team follow and like my account,2
Free account unfreeze please,4
Please 🙏 tiktok account,4
Hai tik Tok team My account naye video for you trending account please viral account,2
The app is amazing that content is amazing and to be honest there is no problem I really like it and good for finding memes,4
Dear tiktok Please unfreeze my account And foryou my post Islamqueen532,4
Dear tiktok Please foryou my account Islamqueen532,4
"Videos removed from my account. These are harmless videos of paintings. They have abstract and strong colours. I reported several videos with clear violations that were answered as ""no violation"" however mine do. This is idiotic and a sign Its time to go back to Instagram 🤦",2
"It's been years since I was thinking of using Tiktok but since 5days ago I opened my account, I've seen how much I missed all this years 😭",2
Won't let me create an account password soooooo bye,4
Hey tik talk to you mere account ki videos reviews Nahin aate mere followers bhi nahin aate Mera old account hai pata nahin kya matlab hai aap check Karen please,2
Hi Dear TikTok I am old user On TikTok application but my account is fareez please check my official TikTok account and unfreez my account please And viral All videos on TikTok foryou page,2
TikTok suppresses Palestinian content and removes comments made with emojis....how pathetic ....will be looking for another platform. 👎,2
My TikTok account is freez and I not get more views and followers kindly unfreeze my TikTok account as soon as possible I shall be very thankful to you for this act of kindness,4
Please verification my email on this account tiktok please,2
I found a account called robalx and it's tall amongus,4
Hi dear tiktok i m new using on tiktok application please cheak my offical account and viral all video on tiktok for you page my account name qaziaziz36,4
"Is login my account this Tiktok please vairal my account I request for you. Five stars support foryou, please support me, Tiktok team",4
I want Glacier m416 on this gmail account,3
But it exhaust alot of data 🤦🏼‍♀️,4
Please pickup team you and freeze my account not views come not like come help me tik tok,2
"Right now Tik toks deletes everything I post because they are trying to rack up violations in order to bad my page I have perfectly innocent pictures of women that are not nude, fully dressed but they classed them as nude and they delete the pictures they've been doing this for 2 weeks straight I can't post two pictures without them deleting one of them are saying it's a community violation and once you look at the picture you can see that there's no violation at all yet somebody deletes them.",2
This is a very good place But I upload videos Daly but view only 100 and 200 solve my view's problem plz tiktok team my account name @umerkhaliq1935 solve this problem,3
I've developed a renewed interesting in just posting content that I like on Tik tok so much fun as well as educational. 😁✌🏼✨️,2
Hell sir why is My TikTok account is a permanent deleted why's I'm not violations Committee Guidelines The rules are laid down Plzz check in my account and band tell me what problem region I'm sad,2
***BEWARE*** Communist China Spy App. Proven to spy on people. Google it. I posted about an illegal Chinese covid lab in the USA from a verified news confrence involving government officials and they blocked my account. Don' be fooled. They have an evil agenda! This app is the worst!,3
Not views on my account,2
Please unfreeze my account,2
Hello dear tik tok please please my account is not getting any views or likes please unfreeze it if it is frozen and my likes and views should clear it please,2
"Horrible App, it's sole objective is to get you addicted to short content that will keep you in a constant state of boredom and destroy you're attention span.",4
Start by introducing yourself and the topic of your review.You can use captions or text overlay to make it engaging. First Impressions: Share your initial thoughts or feelings about the subject of your review.Use catchy background music and visuals to set the ton,2
"This is a app where you can watch other people's videos,you can like follow comment and share people's video,i think it is a amazing app.",3
Hi dear tiktok I am a new using on tiktok application please check my new offcial account And viral all video on tiktok foryou page,2
Please mera account viral,2
"Hello TikTok Team, I have a good face value and I have more then 550 followers in my TikTok account. So please provide Blue badge on my TikTok account. Which help Faryou page me to motivated to make more videos on TikTok. Thank you",2
"I love it very much its got interesting videos more girls and a lots of sports such as moves comedian dram from all over the country or world we can chat in few minutes massages fly like nothing to any country so it's very legit ,you can even play hard to get with singles all over acting like you in love so easy guys we are interested to what ever network you use even though you take tomuch data from us but I wish you the best guys keep it up we all love u tiktok but slowly to our data please",4
The information contained,4
Hi TikTok team plz check my account and viral my videos because my video attractive and nice and my original content.so plzz plzzz viral my account.thank you so much TikTok team,2
TikTok account mission please viral please 🙏 talhads46,3
Please tiktok team viral my account and videos please and tiktok is best,2
Hi dear TikTok I'm using TikTok application please check my new offical account.. and viral all video TikTok foryou page,4
Too much 2-tiered censorship... they allow left leaning creators to say things they will punish right leaning creators for saying,4
I love TikTok love me some time with my account and I don't foryou,4
Love making videos and original content with my son and family dog 🐕,4
"They take down G-rated material because it violates ""community standards"". I don't mind their published standards. What bothers me is that they take down content that in no way do so. Seriously, like lambs playing in field; a man giving good fatherly advice without swearing or covering sensitive topics; and, a weatherman.",2
"Dear Tik Tok Teams, Dear Respect Sir My Issue Is Not eligible For ForYou Feed Problem On My Tik Tok Account. I have Many days Face this issue but not solve It.So Please I Request You TT,Teams For Help Me I Request Your Plz Sir My Check Account And Solve My Problem.Thanks",3
Don't let me express my opinion and remove it once I comment or repost any video. I had an account on it but it don't let me to open it and removed my account cause I express my opinion. It's a terrible and disappointed app,2
Hello TikTok Team please check my account I'm regular creater but my video not viral please check my video My TikTok account is @Mr_chintu6 Thanks,2
UnFreez my account for you page viral vedio,2
Follow All Firends new I'd sprote me like share comment plz 🙏,4
I was ban a few weeks after after account creation without a comprehensive reason,4
Dear tiktok team pleas virel my account,4
Why is not working in India I download may time but not I need my account back,4
Please my account viral,2
Yes it's very use full but they deleted my account very quickly 🤧🤌🏿 So sad tiktok,4
You literally are seeing the same videos and when you repost it or share it you get a message that this video doesn't meet community standards. So don't download it doesn't worth it.,3
it keeps my account logged out and I can't go live and I cnt use TikTok sounds to record vedio,2
Tiktok isnt fair because all of a sudden I find my account logged and then when I try log back in with my passwords it refuses I'm tired of having to restart a whole new account every time,2
How the heck does my account keep getting,2
I'm doing this for Roblox because I clicked on a website on a YouTuber account and I'll send it to put in my username and then I have to download tiktok and leave it as a bad review so I'm sorry tik Tok please forgive me,2
Nice app but the restrictions for young children should be adhered to there is a lot of explicit content that might spoil the under aged children,2
"i love tiktok, but photos is not availible i wanna do swipe pics for my account and it wont let me.",2
Tiktok team plz unfreez my account and virel videos,4
Its a nice place to create content,2
I like it but unfreeze my account thanks,4
Hi TikTok please help me my new account 007_life please viral my all videos,2
Best platform where we share our ideas,1
Plzzz remove my account ⚠️,2
My account is freezing,2
Awesome videos abd I have been trying to get backinto my old account it been deleted through my t Gmail account now year now and I lost my family photos and My grandparents had passed away bot in my parents side we can't get those back to please help me with this,1
Such a low score for the unfair moderating policy,4
I have 1000 followers but views are not coming please check my account and solve this problem As soon as possible Username (cutie pie 0512),1
Hi dera tiktok i'm a new using tiktok application palace cheak my official account ... And viral my all video tiktok foryou page RS7,2
Very good service,2
Only cus you rest my whole account I lost my videos I had already done!,2
Some content is not necessary,4
hi dear tiktok I'm new tiktok user please check my account and viral my vedios,2
Unfreez my account,2
Dear tiktok teamaccount I'm New account on tiktok plz help me for viral Thanks you,4
Pls my account to viral,2
A lot of great people and some good information,4
Tiktok is a great app where there is a lot of entertainment .And there is earning also .But I have created an account on which neither views are coming nor followers are increasing. this is my account you can check .@OIC.jibran,2
"Explain to me how certain words are ""associated with sexualized content of minors"" like dude I'm just looking for some gym info gd",4
Hi dear tiktok my new tiktok account please viral my video Please foryou my video support my account [My account name ] Ismail sagher,2
"This app does not care if someone steals your content and posts it as their own. No matter what I do, no matter how many forms I fill out. Tiktok will not remove my videos from other people's accounts. Creating original videos to post online is my job. Someone posting my videos as their own is no different than someone robbing a store owner of their products. So before you post a video you've worked really hard on remember, it will be stolen, and TT will do nothing about it.",4
my account viral please Tiktok team,2
"Hi dear TikTok I""m a new using on TikTok application please chek my new official account.. and viral all video on TikTok for you page",4
"Hey, R&D, quit screwing with the algorithm. You keep taking me off pages I've been following for months! what's the deal? Finally caved I love technology. I really resisted loading TT , cuz of the challenges, which I think are mostly stupid. But there is a lot of really good content. DIY galore! Pleasantly surprised. Thanks to the developers and content providers! Pls try to keep the ads down. That has ruined FB, IG, and Snap. Pretty please...",4
viral please tiktok account,2
I gave it a 1 star because it suspended my account when I just logged in 😭,4
Dear tiktok team my tiktok account don't show live options please fix this problem,3
Please help my personal application this my device,1
Plz viral my account 🙏🙏,2
Hi dear TikTtok m a new using on TikTok application please Cheak my new official Account... And viral al Video on TRTok Foryou Page,2
"I follow an account and then it automatically gets unfollowed for some reason. I tried reinstalling the app several times, first it worked but it doesn't anymore.",4
This app good But plz my account viral chahadchattha786 please please,3
"I report disturbing content, and it still pops up on my page.",2
support My TikTok account please 🥺🙏,4
This app contains too much harsh rules So new tiktokers can't afford right,4
What's happens...... When i follow someone that's follow not gaining.... Following are not working why?,4
This is good app butt my account has been not viral please TikTok my account has been popular plzzzzzz,2
Well well well...Once they updated their terms of service they're no different than all the other social media in the United States.,2
Plz TikTok my account unfreeze and plz sports meplz🙏🙏🙏🙏🙏🙏🙏😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭all video 🙏🙏🙏🙏🙏🙏🙏🙏,4
I AM OLD TIKTOK USER BUT MY ACCOUNT VIDEO NOT GO IN FORYOU mere sary videos bi foryou pr anylage tiktok team ko mere ye request ha plzzzz my videos on foryou my account name Name= rehman619_,2
My account and my videos not viral is freezer plz unfreeze it again,2
"It's a good app that is really entertaining, though it has a bad influence on children, and I don't recommend it for people under 15. It is extremely entertaining and addictive but a threat as you can post anything and anyone can view your posts - meaning that children who don't understand the threats of social media can post anything for anyone to see and could potentially put them at risk to cyber bullying or inappropriate content. Entertaining app, though xx",2
"I have a problem that I can't log in with my account by the twitter when i log in it says ""couldn't log in"" please fix it fast as possible it's the main account I can't without log in it.",4
Very bad and apuse content,4
"everything's great besides few things that seriously piss me off. the fyp problem, in the last months or even half a year already i started to get more videos i don't usually watch & not even related. after clicking multiple times ""not interesed"" and explaining the problem in help page it did work for a while (a week or so) but came back eventually after more updates, pls fix that. and also more of my personal issue, changing the aesthetics of interface every few months, just annoys me.",2
"This app has removed my rating three times now. Not only is the content terribly uninteresting, but they're deceptive about ensuring a higher rating on the play store.",1
Thank you for unbanning my account/letting me make a new one I'm am overgoyed to be able to not be able to sleep for hours after seeing the first couple of videos,4
"Nooralishah193, TikTok id UAS account Tik Tok nice platform Tik Tok 100% nice apps Tik Tok ID.@Nooralishah193",2
Please on freeze my account and viral video please sport dear tik Tok thanks,2
The number of unchecked antisemitic live streams on this application is astounding. TikTok claims to take down hate content following reports but you can see the reported people still live streaming even after violations of their content policy are found. They seem focused to spread harmful misinformation and allow outright propaganda of terror sympathizers to thrive on their networks unchecked.,2
You get more information and you can Educated yourself,4
More information,4
viral account for you,3
"I love the diversity! I love the information shared, it's so so entertaining thank you Tik Tok❤️",2
Sometimes there is werdios but we need more good content,4
"Description How to Recover Permanently Banned TikTok Account | TikTok Account Recovery 2023 ￼ Saddam Buriro 1.9KLikes 63,207Views 17 May2023 #tiktok #viral #tiktoksettings How to Recover Permanently Banned TikTok Account | TikTok Account Recovery 2023 Today in This Video I am Going to Show you How to Recover or Unblock Permanently Banned or Suspended Tik Tok Account Peoples Subscribers Ask me why am i permanently banned from tiktok ? And when we try to login on our tik tok account its",2
Hi tiktok Team.I Was Problem Of My Account Since 2 Month.I Don't Know What Happend?Videos Veiws & like & Follower Its Over all Issue.I Request Please Check My Account. USER NAME (yasirraja43).Thnaks,2
Excellent Service and features especially thank you for keeping all of us connected and wealthy.,2
Totally siphons your data.,4
There is to much 18+ content on tiktok,4
UNFAIRLY BANNED MY ACCOUNT TWICE AND I HAVE NOT VIOLATED THE POLICY! THIS APP TARGETS QUEER PEOPLE AND TRIES TO SILENCE US FOR SPEAKING OUR OPINIONS WHILE HATEFUL CONSERVATIVES ARE ABLE TO ABUSE CHILDREN AND ADULTS FREELY WITH NO CONSEQUENCES.,2
Tik tok Plizz viral my account asharmalik4478,2
"4stars - TTJ is real and prevents me from following people , please change this Tictok!!",3
I can't access the app at all after the update!! It just kicks me out.,2
Well Tiktok is adorable but when your tiktok account freezed then no views no likes this is the main fault of this application which i strongly disliked otherwise tiktok is very intresting entertaining,4
"Fun to watch. BUT, y'all NEED to fix the for you page algorithm or SOMETHING. Most of the videos on my for you page make me mad just cause they aren't my style of content but that's ALL my for you page wants to show me. Even when I click not interested or block in them. And get rid of those split screen videos. THEY ARE STEALING CONTENT. JUST SHOW ME THE ORIGINAL VIDEO NOT A STOLEN ONE WITH RANDOM STUFF HAPPENING ON THE SIDE. RIDICULOUS THAT PEOPLE ARE LOSING MONEY AND VIEWS OVER THAT😬😡",2
This app steala your information,3
Got banned for not confirming my age. Tiktok obviously doesn't understand that's personal information and I already applied my birthday for them to see. Questions shouldn't be asked.,2
TikTok account is good 😊❤️,2
"Unfortunately tik tok became a stage for radical crowd whos calling for killing jews, the live streams, the videos full of this content, and tik tok do not response to the reports.",3
Banned without warning or description for what you did to break their rules. Customer service was entirely unhelpful and either machine or thoughtless human.,2
Dear TikTok team I am new account on tiktokplz support mefor viral Thanks for helpDear TikTok team I am new account on tiktokplz support mefor viral Thanks for help,3
"Why are you not deleting hate content? I am sick and tired seeing hate videos on Tiktok floating around. I have tried numerous times to report and all you do is marked as ""No violation"". So dumb and pathetic. No wonder most people on this platform have no sympathy and kept spreading hates without getting their accounts or video deleted. You sir are biased and promoting bullying and so ashame of your app. You deserve to get cancel. So disgusting",2
hi sir please my account suspended ho gaya hai please my account Wapas kar do my name skkhairullah1 please sir my account Wapas,2
"I love this app, use it everyday for multiple hours a day, but I wish there was a way to opt out of having the tiktok shop right there and has to be viewed. Some people have a really bad online shopping problem, and this doesn't help at all. Plus it's just clutery.",4
Hi dear TikTok I'm a naw using on TikTok application please Cheak my new official Account And viral all video on TikTok For you pag,4
My Account is suspended & parament banned Plz unlocked my TikTok app,2
Hi dear my account please virl video 10k follower please request 1m like please My account name [(iamjelanrana5)] please request,2
"I love this app but it banned me because I was "" underage"" but I'm 13 and did nothing terrible on my account. Tiktok please fix this.",3
Good app intertainmet TikTok team my request for TikTok plz open my live plz open my live option and unfreez my account,4
I logged out & forgot to set up a password & now I'm locked out of my account it's set up with my phone number,2
"My Tiktok account is Freezing now😐.Please kindly unfreeze my Tiktok account .no any views no likes😶. My all Video,s gone underview😣 please rest my tiktok account kindly🙏 . @hamzaali855 account name🙌.",2
Hi TikTok For You Video please 🙏 TikTok Account 🙏 TikTok 💗,4
"Hi,dear, I am new a new using on TikTok Application please check my account.... And viral my all videos on for you page Ziddi_jutti01",2
Hello Dear TikTok Team Account Warning in my profile please please please please please please please please please please please Remove Account Warning I request you so kindly remove this I daily upload my videos so please,2
"Hi dear Tiktok team ! I,m using a new tiktok official account (@pct._.lover12) Please check my account and niche and please viral the account and videos please thankyou",3
Bad service,2
#foryou my account TikTok,2
"Love the app. Don't love that they clip people account for reposts of things that were originally posted by someone else, especially when the original is still up. They clipped my account, all of my views and followers gone because I reposted the Alabama Brawl like EVERYONE else.",2
I think tic tok is another great place for people to air and share theirs and / or others' views 🤔 👌 👏 😉,2
Dr Tik Tok my new account please viral,2
~It is an a good app! I have an a private account tho beacuse my mother doesen't let me post anything to public or show my face... But I don't mind as long as I enjoj the videos! I just want to say that I am not happy that some people post illegal things or something like that... So I hope TikTok removes those videos so I can enjoj watching TikTok more! Still it is an a really good app! I love it! I have an a account with my best friend! We are fanpages of Olivia Rodrigo! She is great! 8.5/10 ☆~,4
"It's form of entertainment, provide good information and public awareness..",2
I love scrolling on tiktok and seeing all the creative content and getting to know people when they go live. The only issue I have is the constant freezing/lagging it's quite annoying especially if you've asked a question and you miss the answer because of the lagging.,2
Gift cards can help to make sure you are able and umair to get your hands off your credit score by the end and you can also see the best of your business as well and umair will have a great time in the future you can make a lot more of it and the best thing is that it will work for me and my job and the job you bhai will do and I have to make a good decision and the decision to make it a good thing for the team to do so ro the best I have done in my video game and I am sure it is the right way,2
Tiktok account is fully glitched. Can't follow. Can't like. Can't get customer support. Just a broken app.,1
We have right to post any type of videos according to our likeness. Why TikTok frozen my account and voilate my videos . Which shows sympathy with Palestine🇯🇴🇯🇴. Is this app belongs to Israel💩? Who kill child to elder everyone who give them place,2
Well I'm not a person right now with tiktok. I was live on Halloween night and TIKTOK has lot half of my live video! Tiktok need to up their game....,2
my account 2step verification isue so please my account 2step verification remove please I don't know my 2step verification gmail acount so remove my 2 step verification so please reopen my account my number this my number,2
Dear tiktok team I am new account on tiktok plz sport me for viral Thank for halp,2
"Great app but one problem is after deleting it during exams season it won't let me redownload it ,keep clearing data updating my phone all the solutions provided but nothing works",4
"I Don, t know what happen with the staff of TikTok but if you write a comment for phalastine they will remove it that it is against the community guideline and give me a warning of blocking account so please I am deleting a TikTok I will try to remove TikTok from each and every phone which I can...TikTok Clearly supporting the genocide which is totally unacceptable.",2
still looking forward for more information,4
Dear tiktok team A am new account on tiktok plz sport me for viral Thanks for help,2
It's absolutely disgrace Someone else is allowed to use your name full name and they reckon they are allowed. Not only do they allowed fraudulent by stating that the other person isn't breaking the law. No one has my name neither do they have the same licence or live in my house...,1
Plz Tik Tok Team Viral My Account And Videos Username;chief_rind,2
So I've had my account for years and now it decided to ban me and my bff for no reason,4
Everything is Perfect just please unfreeze my account thank you.,2
Hi dear tiktok. Im new a new using on tiktok application platform please check my new offical account...... Please my all video viral on tiktok for you page,4
Unfreeze my account please TikTok team,2
Account wairal karna ha,3
Anything you want to learn about the and it's right here,4
"Very bad bad, bad one-sided moderation. Content filled with garbage of Nazi-Arab extremism and streams, disgusting platform. It's getting worse and worse every day, I don't recommend it at all.",2
No good experience my all data hack but tiktok not help me my all video are hack i request to tiktok plz my data recover,2
"A biased,left leaning extremist platform that is ran,regulated and sensored by the Chinese communist party,regularly censors free speech, consistently removes,bans,mutes and demonitizes content creators of the opposite mindset from their sponsors/donors who lean left.if I were to give it a grade on the letter scale it would be a D minus at best,it is full of perverts,pedophiles and people who are confused on which bathroom to use, my only hope is I wish I could give it less than 1 star.",2
Hai dear TikTok teem please 🙏🙏🥺🥺🥺🥺 spot my new account viral video upload for you 🙏 trindang my account viral video halp my new account viral video,1
Let's say that tiktok is the worst at screening our the true weirdos and bad guys on the app! It's also really glitchy and won't let me follow more people or post videos without having to erase some of the data that I had before; not only that some of my posts and videos get deleted as well for unknown reasons,2
Its been along time I downloaded this application.its an excellent application.i do recommend this application . I created my official account a month ago . so please tiktok check my id . And viral all of my videos on foryoupage (fyp).,3
"My main account got banned and 5 minutes later my backup account got banned, I at least want to know why they got banned.",2
Hi TikTok please my account is monitize Please my video is for you,2
Hi tiktok my account is freeze. Please viral my videos on foru page. Hope so you are fixed it as soon as possible. Thanks,2
I was commenting on a Brianna ghey sad edit. And I saw that everyone disrespected her. AND YOU HAD THE RIGHT TO DELETE MY COMMENT AND NOT THERES? TIKTOK'S MODERATION SUCKS . AND NO. I WILL NOT CHANGE THIS RATE,4
Work my TikTok account viral my video,2
Anyone center or left can say anything but anyone right of center gets punished for any and everything if it hurts any little sissies feeling,2
Even though i got band cause my age wasn't the right age i still liked it cause i made a lot friends and i got a lot of followers well i don't know if i do now. But i just wanted to say to tiktok you should of band me when i started but yous diced to band me when i had making friends on tiktok and got a lot of followers and likes.,2
Plzz unfreezing my account viral my account,2
Hello dear TikTok I am new user of TaTok application please check my new official account. And make all video viral on T&Tok Foryou page,2
Bad ..my account is baned but me not mistake please TikTok open my account. (thank you),2
"My algorithm is broken! 3 days ago tik Tok showed me suddenly content I hate and is generally uninteresting. Most of the vids, often 5 or 6 in a row, are radom people with no followers or likes. Also most of the vids are in languages I don't understand but the languages I want have are very rarely shown. I deinstalled the app twice and emptied the cache. Nothing helps. If it's not manageable I have to leave tik Tok for good.",2
"BTW you TikTok developers are not serious, why are you exposing me to my contacts how are registered on TikTok. We wanna remain anonymous to our contacts that we exist on TikTok for a number of reasons. Is their a way to turn this off is the settings otherwise What happened to privacy!!",2
:hi dear tiktok team my account was freeze and my views only 200 and 300 per video kindly review my account and unfreeze it thanks,4
"Hey Tik Tok Team I have been treated unfairly because I have seen many such posts on For You, due to which my account got a warning. So please remove the warning from my account..",2
Love the information,4
Not enough being done to control the excessive number of scammers and catfishers. There should be mantaroy ip search identifying where messages are coming from. More vetting needed. No way to delete account.,2
I really love this app.. especially when am not in a good mood..this App always make me feel happy with the friends and all the funny people on it..you know before I was able to create an account on TikTok I was using it for more than some month before I realized that I can create mine account...so that was so amazing doing that 🤜🤛❤️❤️,4
Hacking the privacy.,2
"This app is not good. Everytime I repost a video from there site I get it taking down and a strike against me for it. Soon I will lose the account for reposting videos ,but if I repost the same video eles where nothing happens. This site is racist they take down everything reposted for palestine 🇵🇸 but keep all the videos up for Israel",1
Policy: need 1k followers to go live. While other apps: Don't require such a stupid task.,2
Hello dear TikTok viral my account plz,2
"Ive had a problem lately, apparently i got suspended for being ""underage"" i do assure you that im 17, however i cant verify my age using any type of card because i do not trust tiktok or any ither app with this type of topics especially dealing with strict parents, i just expect my account to be back normal once again because again i assure you that im a 17 year old i just cant verify my age so please could you fix that problem.",2
"Good care about profile: Reminding on not answered messages Offering friends Informing on new activities and messages Visible Good, advanced INFORMING me on interactions between/ with other accounts Offering me new options available for my account Like 10 min video etc. Would like to get verification but so not find n my settings to be offered for my account Just too much scammers no verification to help avoid such accounts Timely lost opportunity to send out DM",2
It logged me out of my account and I spent a really long time on getting followers...,2
Plz support my TikTok account 🙏🙏🙏,4
Hi dear tiktok application please check my official account... And viral all video on tiktok foryou page Thank you so much,2
Mera account followings karo,4
Please please give me my account was Khan 75,4
"Wonderful app for sharing memories and funny, relatable content.👍👍",4
I'm giving it two stars for ease-of-use but the way they allow right-wing nut jobs to get on this app to insult and threaten women and marginalized people is disgusting. They also like to remove videos that allies make to fight back against oppression and hatred. Fascism not a good look for you Tik-Tok.,3
They remove my content and my comments but allow the people who are bullying and harassing me to keep all their content 🙄 also the business accounts suck because you can't use 80% of the music or sounds ... 🤦 this is supposed to be 'THE' app of this generation but I'm starting to prefer YouTube shorts... Also YouTube's monitization process is easier,4
love all the content that it allows you to post and enjoy going live with other people. the battle option is off the chain. yall really out did yourselves and made a app that has gone Natin wide. it is and achievement that is greatly known and you should be proud of how well it became a staple in most people's lives. CONGRATULATIONS!!!!!!!! KERP UP THE GREAT WORK!!!!!!!,2
pleas. my new account viral,2
I represent Jesus Christ. Best app to put ur content out there for all to see.,4
"I dont know why but I can't search, view profiles, follow, comment, share, or anything really.",4
"I was permanently banned and I did nothing wrong and I kept on reporting the problem but nothing happened not only that I looked on my alt account and I saw that my account was still up but I'm permanently banned? I have never been so confused with an app before and I'm not restarting my work, so I'm no longer supporting your app unless you finally fix this issue.",2
Dont have my profile viwe history option .... Not in privacy setting inside also.. vary bad.. i report problem now many days.. but not response anyone,2
Would be 5 stars but the shadow banning with creators that don't break the guidelines is annoying. Like just because you don't like someone doesn't mean you can mass report them for doing nothing. For the instances in which a verified account is being mass reported then there should at least be an employee that checks personally over that account instead of it being instantly shadow banned. Other than that annoyance the rest of tiktok can be a really fun place with great memes and trends.,4
"Hi TikTok I,m new using on TikTok Application please chick my new official account And viral all video on foryoupage",2
Because we waste our time and data's there and no one likes our video and they are not following us back and I like TikTok because it keeps me happy untill I post a video and no one likes it.😭,4
Hi tiktok teem I am amree islam islam my flower and like very low plz chak my account and help me,1
Respected tiktok team I have received an account warning on my tiktok account. I have tried a lot but it was not removed if there was any kind of mistak I m really sorry for it .please remove my account warning. I'd.gichkiadil,4
"I liked the app before they made everything a commercial. Every other video on my FYP is an ad. Then you have video suppresion, and Tictok stealing people's money. So yeah, fantastic app. Do yourself a favor and read ALL the things before signing up to sell your stuff on TT shop, etc. They just took $8,000 from a creator because they said she violated CG, banned her account, and took every penny. Bad business.",3
"I think the fyp tags, custom content, etc should be more user controlled. This app isn't great for mental health when you are force fed negative content and cannot clear the algorithm.",4
Hello Tiktok Team my Tiktok is Id is freezed please unfreeze my account otherwise i will delete my account because i am worried for my Tiktok account. I am waiting for your response Thanks. My Tiktok Id is @eagle20206,2
3 stars because they nvr send your content to ppl that follow you,4
My account is banned plz recover my account 😭😭😭😭,2
"You get the strangest strike violations from just commenting or going live with no actual indication of what you did wrong? I don't play music and I'm just streaming my phone screen (gaming). Aside from that, tik tok shop is a hit or miss. A bit more reliable than Wish, but not Temu as they offer actual customer service. The coupons are alright, but not worth the app hassle.",2
"Tiktok is a fun app you get to see cool and inspiring videos, as well as share your experience, the only problem would be uploading videos sometimes take time",1
"Hi Tiktok team, my account is very old, like the video does not go viral, so please I want my video also to be seen for you. thank you tiktok team",2
TikTok team plz unfreeze my account Plz viral my TikTok account My followers 1195,2
Sport my account,2
Cannot open a new account after the ban,2
Hi my new account fahadmustafa7800,2
-some glitch made every filter 'not available in my area' (colorado???) It used to show videos to everyone but now whatever algorithm they changed to makes it so much harder to get content seen,4
Excellent work love the privacy,2
It's a good app but I can't access my auto scrow feature,1
Hi dear TikTok I am new user please check my new account TikTok official My All videos vieral on TikTok,4
Tiktok team very bad 👎 😑 app my account gulfambajwa01 🚫 😑 plz unfreeze my account,2
"Thanks to the creators of this application.It is a good one because it provides brief content that saves you from the long reels.For us the humble ones it is a favour because its videos are easy to download.We encourage you to give us more of the likes of this application.Thank you.It has changed people's lives in many ways,a source of information, entertainment,etc thus supplementing our lives. So wonderful. I encourage people to download the app to know more. FIVE STAR ⭐⭐⭐⭐⭐",4
Hi dear Tatok a new using on To please Cheak my new Account,4
Yrr bas account warning remove krdo,4
please unbanned my account,2
"Too biased , managed by bots , vague community standards , you never know what's going to be accepted or what's going to get you suspended. Easy to maneuver, so I gave it 3 stars.( Update) WAY WORSE! Crashes, glitches, extremely botty, still very biased , all around on its way out, MASSIVE data usage, my drafts will not load , Post or delete, just holding mass spave for no reason. I kind of hate it here .",4
Super nice and great service,2
It erases everything i write. You cant get rid of this app. It has ruined my phone. Installed or not the popups keep coming NO WAY TO BLOCK THEM. I WANT IT BLOCKED FROM MY PHONE. IT HAS STOPPED ME 4 TIMES BEFORE I COULD FINISH FILLING IT OUT. IT IS A HORRIBLE APP. NEVER TOUCH IT LOOK AT ANYTHING. OR IT NEVER GOES AWAY. No ad blocker will stop it some supposed to be the best. Our government was right. It follows you everything. Just NEVER TOUCH IT MY PHONE IS USELESS NOW IT interrupts everything,2
Plzz anfreez my account viral my video,2
Nice job please viral my account,2
Plz TikTok maro account viral,2
Dear TikTok support my account id @zishisolangi,4
"I have loved using TikTok since day one, video friendly and content creator friendly. Supports creatives, educators and all users alike.",4
"Your community guidlines are deual standard and you support isr ael terro.rism, f. U. Ck your policy. It closes suddenly and do not open any more until i uninstalled it and reinstalled it again losing my precious family drafts This is too bad, please find a solution and fix this problem",4
"keeps logging me out. The app keeps asking me my birthdate. I do not want to give it my birthdate for any reason. It does not need my birthdate. It asks for your birthdate to supposedly customize my experience. The more information they ask for the less I wanna give it to them. Let me choose my own experience, Tiktok. Let me customize it myself. I guarantee im not watching what the rest of my pathetic generation is watching. Now my account was restarted and my videos are gone. Very very pissed.",4
I need help setting up my Facebook account,2
5 star it's really good but right now whenever I go on TikTok it backs me out of it. Any reason why?,2
"Sir, I am already using Tiktok but none of my videos go on For You. Sir, I request you to share my video for you",4
"Just absolute pure rubbish, waste of data",2
"Pretty entertaining pretty all right, I've been using this app for a couple of years now, there's just only a few issues that wouldn't be so hard to fix. It would be much appreciated if the word count in comments sections would expand, it feels very limited and I think it would be really cool if we just had a little bit more freedom when speaking instead of just replying to our own comments. Secondly, when it comes to certain words, it immediately deleted my comment, all I said was ew.",4
Please 🙏 Tik tok Team unfreeze my Old account And Viral my All Videos please I requested bro 💔,2
"Hallo TikTok Dr I am new TikTok users saport my account Old account sespent please saport me ￼ ￼ ￼ ￼ November 2, 10:23 PM",4
